Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	DEPDC1B
GO_Biological_Process_2023	Apoptotic Nuclear Changes (GO:0030262)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	TOP2A
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Activation (GO:0032814)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	LEP
GO_Biological_Process_2023	Autonomic Nervous System Development (GO:0048483)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	GDNF
GO_Biological_Process_2023	Regulation Of Oxidative Phosphorylation (GO:0002082)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	AK4
GO_Biological_Process_2023	Regulation Of Stem Cell Proliferation (GO:0072091)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	HMGA2
GO_Biological_Process_2023	Embryonic Axis Specification (GO:0000578)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	STIL
GO_Biological_Process_2023	Synaptic Transmission, Cholinergic (GO:0007271)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	NQO1
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:0097192)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	BCL2L10
GO_Biological_Process_2023	Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	SRPX2
GO_Biological_Process_2023	Positive Regulation Of Dendrite Morphogenesis (GO:0050775)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	LRP8
GO_Biological_Process_2023	Positive Regulation Of Stem Cell Proliferation (GO:2000648)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	HMGA2
GO_Biological_Process_2023	Positive Regulation Of Telomere Capping (GO:1904355)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	NEK2
GO_Biological_Process_2023	Regulation Of Aerobic Respiration (GO:1903715)	1.542943e-01	2.942795e-01	0	0	6.346946e+00	1.186176e+01	AK4
GO_Biological_Process_2023	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	1.544392e-01	2.942795e-01	0	0	2.933010e+00	5.478732e+00	BCL2L10;EGLN3
GO_Biological_Process_2023	Skin Development (GO:0043588)	1.544392e-01	2.942795e-01	0	0	2.933010e+00	5.478732e+00	COL3A1;ABCB6
GO_Biological_Process_2023	Phagocytosis (GO:0006909)	1.544392e-01	2.942795e-01	0	0	2.933010e+00	5.478732e+00	P2RY6;SYT7
GO_Biological_Process_2023	Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	1.544735e-01	2.942795e-01	0	0	2.253792e+00	4.209481e+00	IGHG4;IGHG1;CD19
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	1.601858e-01	3.030789e-01	0	0	1.594105e+00	2.919477e+00	VIL1;CCNA2;FRMD5;ARHGEF39;KIF14;TWIST1;SULF1
GO_Biological_Process_2023	Protein K48-linked Ubiquitination (GO:0070936)	1.617433e-01	3.030789e-01	0	0	2.845301e+00	5.183412e+00	UBE2C;UBE2T
GO_Biological_Process_2023	Negative Regulation Of Cell Differentiation (GO:0045596)	1.627842e-01	3.030789e-01	0	0	1.919041e+00	3.483693e+00	GREM1;TWIST1;PRAME;PTHLH
GO_Biological_Process_2023	DNA Modification (GO:0006304)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	NEIL3
GO_Biological_Process_2023	Amyloid Precursor Protein Metabolic Process (GO:0042982)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	KLK6
GO_Biological_Process_2023	Associative Learning (GO:0008306)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	NETO1
GO_Biological_Process_2023	Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	GREM1
GO_Biological_Process_2023	Energy Reserve Metabolic Process (GO:0006112)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	LEP
GO_Biological_Process_2023	Facultative Heterochromatin Formation (GO:0140718)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	HELLS
GO_Biological_Process_2023	Membrane Lipid Metabolic Process (GO:0006643)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	FUT2
GO_Biological_Process_2023	Mesenchyme Development (GO:0060485)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	HMGA2
GO_Biological_Process_2023	Negative Regulation Of Leukocyte Activation (GO:0002695)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	IL31RA
GO_Biological_Process_2023	Neural Tube Development (GO:0021915)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	STIL
GO_Biological_Process_2023	Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	KLK6
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	CXCL13
GO_Biological_Process_2023	Positive Regulation Of Heart Rate (GO:0010460)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	ADM2
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Chemotaxis (GO:0140131)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	CXCL13
GO_Biological_Process_2023	Protein Autoprocessing (GO:0016540)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	KLK6
GO_Biological_Process_2023	Regulation Of DNA-templated DNA Replication (GO:0090329)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	MCM4
GO_Biological_Process_2023	Regulation Of Brown Fat Cell Differentiation (GO:0090335)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	LEP
GO_Biological_Process_2023	Regulation Of Cartilage Development (GO:0061035)	1.631081e-01	3.030789e-01	0	0	5.950098e+00	1.078957e+01	PTHLH
GO_Biological_Process_2023	Response To Ionizing Radiation (GO:0010212)	1.691086e-01	3.105483e-01	0	0	2.762676e+00	4.909868e+00	DEPDC1B;ECT2
GO_Biological_Process_2023	Negative Regulation Of Catabolic Process (GO:0009895)	1.691086e-01	3.105483e-01	0	0	2.762676e+00	4.909868e+00	NQO1;MAD2L1
GO_Biological_Process_2023	Monoatomic Cation Transmembrane Transport (GO:0098655)	1.693450e-01	3.105483e-01	0	0	1.736797e+00	3.084234e+00	SLC24A2;KCNQ2;ATP2A1;TRPM8;KCNH1
GO_Biological_Process_2023	Potassium Ion Transmembrane Transport (GO:0071805)	1.695454e-01	3.105483e-01	0	0	2.151761e+00	3.818589e+00	SLC24A2;KCNQ2;KCNH1
GO_Biological_Process_2023	Actin Filament Capping (GO:0051693)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	VIL1
GO_Biological_Process_2023	Regulation Of Lymphocyte Proliferation (GO:0050670)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	LEP
GO_Biological_Process_2023	Regulation Of Mitochondrial Membrane Permeability (GO:0046902)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	PMAIP1
GO_Biological_Process_2023	Barbed-End Actin Filament Capping (GO:0051016)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	VIL1
GO_Biological_Process_2023	Response To Organophosphorus (GO:0046683)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	VGF
GO_Biological_Process_2023	Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	CABYR
GO_Biological_Process_2023	Sphingosine Metabolic Process (GO:0006670)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	PLPP2
GO_Biological_Process_2023	Excitatory Postsynaptic Potential (GO:0060079)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	FOXM1
GO_Biological_Process_2023	Gastrulation (GO:0007369)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	LHX1
GO_Biological_Process_2023	Vesicle-Mediated Transport In Synapse (GO:0099003)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	STX1A
GO_Biological_Process_2023	Myoblast Fusion (GO:0007520)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	KCNH1
GO_Biological_Process_2023	Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	PIF1
GO_Biological_Process_2023	Neuron Fate Commitment (GO:0048663)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	POU3F2
GO_Biological_Process_2023	Positive Regulation Of CREB Transcription Factor Activity (GO:0032793)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	LRP8
GO_Biological_Process_2023	Positive Regulation Of DNA Replication (GO:0045740)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	DNA2
GO_Biological_Process_2023	Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	DEPDC1B
GO_Biological_Process_2023	Positive Regulation Of Embryonic Development (GO:0040019)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	LHX1
GO_Biological_Process_2023	Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	PPP1R14D
GO_Biological_Process_2023	Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	PMAIP1
GO_Biological_Process_2023	Regulation Of DNA Damage Checkpoint (GO:2000001)	1.718302e-01	3.105483e-01	0	0	5.599938e+00	9.862884e+00	DEPDC1B
GO_Biological_Process_2023	Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	1.722561e-01	3.109635e-01	0	0	1.629084e+00	2.865189e+00	TFAP2A;UHRF1;ADM2;DNMT3B;TWIST1;HMGA2
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	1.744949e-01	3.146466e-01	0	0	1.717911e+00	2.999233e+00	EPHA10;INSRR;IL31RA;SULF1;EPHB1
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	1.765292e-01	3.167571e-01	0	0	2.684707e+00	4.656003e+00	THBS2;SULF1
GO_Biological_Process_2023	Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	1.765292e-01	3.167571e-01	0	0	2.684707e+00	4.656003e+00	GDNF;KIF14
GO_Biological_Process_2023	Regulation Of Rho Protein Signal Transduction (GO:0035023)	1.765292e-01	3.167571e-01	0	0	2.684707e+00	4.656003e+00	COL3A1;EPS8L3
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	1.767425e-01	3.167571e-01	0	0	1.497592e+00	2.595419e+00	TFAP2A;CGREF1;FRMD5;CDKN2A;PRAME;CDC6;PTHLH;E2F7
GO_Biological_Process_2023	Regulation Of GTPase Activity (GO:0043087)	1.789701e-01	3.167571e-01	0	0	1.844467e+00	3.173474e+00	ARHGAP11A;ECT2;EZH2;RALGPS2
GO_Biological_Process_2023	Regulation Of TOR Signaling (GO:0032006)	1.802587e-01	3.167571e-01	0	0	2.647346e+00	4.535864e+00	LEP;FAM83D
GO_Biological_Process_2023	Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	SULF1
GO_Biological_Process_2023	Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	SULF1
GO_Biological_Process_2023	RNA-templated DNA Biosynthetic Process (GO:0006278)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	PIF1
GO_Biological_Process_2023	Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	CILP
GO_Biological_Process_2023	Anterior/Posterior Axis Specification (GO:0009948)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	LHX1
GO_Biological_Process_2023	Cardiac Ventricle Development (GO:0003231)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	SALL1
GO_Biological_Process_2023	Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	E2F7
GO_Biological_Process_2023	Embryonic Digestive Tract Development (GO:0048566)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	SALL1
GO_Biological_Process_2023	Establishment Of Epithelial Cell Polarity (GO:0090162)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	FERMT1
GO_Biological_Process_2023	Striated Muscle Cell Differentiation (GO:0051146)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	GREM1
GO_Biological_Process_2023	Telomere Maintenance Via Telomerase (GO:0007004)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	PIF1
GO_Biological_Process_2023	Ganglioside Metabolic Process (GO:0001573)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	B4GALNT1
GO_Biological_Process_2023	Vesicle Docking (GO:0048278)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	STX1A
GO_Biological_Process_2023	Mitotic Sister Chromatid Cohesion (GO:0007064)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	SGO1
GO_Biological_Process_2023	Negative Regulation Of Microtubule Depolymerization (GO:0007026)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	TPX2
GO_Biological_Process_2023	Positive Regulation Of Lipid Catabolic Process (GO:0050996)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	TWIST1
GO_Biological_Process_2023	Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	TWIST1
GO_Biological_Process_2023	Regulation Of Behavior (GO:0050795)	1.804616e-01	3.167571e-01	0	0	5.288685e+00	9.055483e+00	AIM2
GO_Biological_Process_2023	Sphingolipid Biosynthetic Process (GO:0030148)	1.839999e-01	3.222540e-01	0	0	2.611009e+00	4.419969e+00	FUT9;PLPP2
GO_Biological_Process_2023	Positive Regulation Of Interleukin-6 Production (GO:0032755)	1.839999e-01	3.222540e-01	0	0	2.611009e+00	4.419969e+00	LEP;TWIST1
GO_Biological_Process_2023	Actin Filament Organization (GO:0007015)	1.876343e-01	3.238598e-01	0	0	2.043778e+00	3.419773e+00	VIL1;BAIAP2L2;MARCKSL1
GO_Biological_Process_2023	Chloride Transport (GO:0006821)	1.877523e-01	3.238598e-01	0	0	2.575654e+00	4.308121e+00	TTYH1;GABRA3
GO_Biological_Process_2023	Response To Insulin (GO:0032868)	1.877523e-01	3.238598e-01	0	0	2.575654e+00	4.308121e+00	LEP;SLC2A1
GO_Biological_Process_2023	Epigenetic Regulation Of Gene Expression (GO:0040029)	1.877523e-01	3.238598e-01	0	0	2.575654e+00	4.308121e+00	CHEK1;EZH2
GO_Biological_Process_2023	Regulation Of Meiotic Cell Cycle (GO:0051445)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	CDC20
GO_Biological_Process_2023	Regulation Of Mitotic Spindle Assembly (GO:1901673)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	PLK1
GO_Biological_Process_2023	Regulation Of Protein Localization To Cell Periphery (GO:1904375)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	PLK1
GO_Biological_Process_2023	Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	LGR4
GO_Biological_Process_2023	Cellular Response To pH (GO:0071467)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	INSRR
GO_Biological_Process_2023	Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	GABRA3
GO_Biological_Process_2023	Xenobiotic Transport (GO:0042908)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	ABCC2
GO_Biological_Process_2023	Mesoderm Formation (GO:0001707)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	HMGA2
GO_Biological_Process_2023	Negative Regulation Of Phosphate Metabolic Process (GO:0045936)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	CDKN2A
GO_Biological_Process_2023	Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	PPP1R14D
GO_Biological_Process_2023	Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	SAPCD2
GO_Biological_Process_2023	Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	TFAP2A
GO_Biological_Process_2023	Positive Regulation Of Dendritic Spine Development (GO:0060999)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	LRP8
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	PMAIP1
GO_Biological_Process_2023	Positive Regulation Of Smoothened Signaling Pathway (GO:0045880)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	TEDC2
GO_Biological_Process_2023	Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	1.890034e-01	3.238598e-01	0	0	5.010196e+00	8.346938e+00	P2RY6
GO_Biological_Process_2023	Regulation Of Innate Immune Response (GO:0045088)	1.915153e-01	3.274561e-01	0	0	2.541242e+00	4.200134e+00	POLR3G;LRP8
GO_Biological_Process_2023	Positive Regulation Of Synaptic Transmission (GO:0050806)	1.915153e-01	3.274561e-01	0	0	2.541242e+00	4.200134e+00	SLC24A2;FOXM1
GO_Biological_Process_2023	Negative Regulation Of Protein Metabolic Process (GO:0051248)	1.928921e-01	3.294548e-01	0	0	2.014881e+00	3.315737e+00	NQO1;IGF2BP3;MAD2L1
GO_Biological_Process_2023	Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	1.952882e-01	3.329449e-01	0	0	2.507736e+00	4.095832e+00	CDKN2A;PLK1
GO_Biological_Process_2023	Regulation Of Intracellular Signal Transduction (GO:1902531)	1.956708e-01	3.329449e-01	0	0	1.646278e+00	2.685609e+00	ARHGAP11A;CHEK1;TNFRSF25;ECT2;FAM83D
GO_Biological_Process_2023	Regulation Of Neurotransmitter Transport (GO:0051588)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	FER1L4
GO_Biological_Process_2023	Cellular Response To Interferon-Beta (GO:0035458)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	AIM2
GO_Biological_Process_2023	Macrophage Differentiation (GO:0030225)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	IL31RA
GO_Biological_Process_2023	Mitochondrial Calcium Ion Homeostasis (GO:0051560)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	ATP2A1
GO_Biological_Process_2023	Negative Regulation Of Biomineral Tissue Development (GO:0070168)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	GREM1
GO_Biological_Process_2023	Plasma Membrane Repair (GO:0001778)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	SYT7
GO_Biological_Process_2023	Positive Regulation Of Heart Contraction (GO:0045823)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	ADM2
GO_Biological_Process_2023	Purine Nucleotide Biosynthetic Process (GO:0006164)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	PPAT
GO_Biological_Process_2023	Regulation Of Cardiac Conduction (GO:1903779)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	ATP2A1
GO_Biological_Process_2023	Regulation Of Catabolic Process (GO:0009894)	1.974563e-01	3.329449e-01	0	0	4.759555e+00	7.721131e+00	FAM83D
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	1.977895e-01	3.331523e-01	0	0	1.767175e+00	2.863799e+00	VIL1;CCNA2;ARHGEF39;TWIST1
GO_Biological_Process_2023	Protein Polyubiquitination (GO:0000209)	1.999171e-01	3.363786e-01	0	0	1.758983e+00	2.831702e+00	UBE2C;UBE2T;UBE2QL1;PRAME
GO_Biological_Process_2023	Glycoprotein Biosynthetic Process (GO:0009101)	2.028613e-01	3.387610e-01	0	0	2.443300e+00	3.897632e+00	FUT9;FUT2
GO_Biological_Process_2023	Wound Healing (GO:0042060)	2.028613e-01	3.387610e-01	0	0	2.443300e+00	3.897632e+00	COL3A1;SYT7
GO_Biological_Process_2023	Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	2.028613e-01	3.387610e-01	0	0	2.443300e+00	3.897632e+00	AIM2;CDKN2A
GO_Biological_Process_2023	Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	DLX1
GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	HMGA2
GO_Biological_Process_2023	Regulation Of Histone Acetylation (GO:0035065)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	TWIST1
GO_Biological_Process_2023	Blood Vessel Endothelial Cell Migration (GO:0043534)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	GREM1
GO_Biological_Process_2023	Regulation Of Telomere Capping (GO:1904353)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	NEK2
GO_Biological_Process_2023	Chemical Synaptic Transmission, Postsynaptic (GO:0099565)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	FOXM1
GO_Biological_Process_2023	Response To BMP (GO:0071772)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	DLX1
GO_Biological_Process_2023	Translesion Synthesis (GO:0019985)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	POLE2
GO_Biological_Process_2023	Inositol Phosphate Metabolic Process (GO:0043647)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	ITPKA
GO_Biological_Process_2023	Negative Regulation Of Actin Filament Polymerization (GO:0030837)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	VIL1
GO_Biological_Process_2023	Negative Regulation Of Axonogenesis (GO:0050771)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	TRIM46
GO_Biological_Process_2023	Negative Regulation Of Cell Development (GO:0010721)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	PTHLH
GO_Biological_Process_2023	Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	GDNF
GO_Biological_Process_2023	Negative Regulation Of Protein Depolymerization (GO:1901880)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	TPX2
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	GDNF
GO_Biological_Process_2023	Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	NETO1
GO_Biological_Process_2023	Positive Regulation Of Protein Autophosphorylation (GO:0031954)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	GREM1
GO_Biological_Process_2023	Positive Regulation Of Receptor Internalization (GO:0002092)	2.058213e-01	3.387610e-01	0	0	4.532785e+00	7.165185e+00	GREM1
GO_Biological_Process_2023	Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	2.066604e-01	3.390856e-01	0	0	2.412306e+00	3.803431e+00	SLC24A2;SCN8A
GO_Biological_Process_2023	Regulation Of Vesicle-Mediated Transport (GO:0060627)	2.066604e-01	3.390856e-01	0	0	2.412306e+00	3.803431e+00	RAB3B;RAB26
GO_Biological_Process_2023	Purine Ribonucleotide Metabolic Process (GO:0009150)	2.066604e-01	3.390856e-01	0	0	2.412306e+00	3.803431e+00	AK4;PTHLH
GO_Biological_Process_2023	Regulation Of Phosphorylation (GO:0042325)	2.104669e-01	3.442622e-01	0	0	2.382087e+00	3.712307e+00	SRPX2;CDKN2A
GO_Biological_Process_2023	Negative Regulation Of Angiogenesis (GO:0016525)	2.104669e-01	3.442622e-01	0	0	2.382087e+00	3.712307e+00	THBS2;SULF1
GO_Biological_Process_2023	Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	2.104669e-01	3.442622e-01	0	0	2.382087e+00	3.712307e+00	CDC20;PLK1
GO_Biological_Process_2023	Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	CST1
GO_Biological_Process_2023	ERK1 And ERK2 Cascade (GO:0070371)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	CDK1
GO_Biological_Process_2023	Regulation Of Keratinocyte Differentiation (GO:0045616)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	ETV4
GO_Biological_Process_2023	Regulation Of Microtubule Depolymerization (GO:0031114)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	TPX2
GO_Biological_Process_2023	Bile Acid And Bile Salt Transport (GO:0015721)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	ABCC2
GO_Biological_Process_2023	Endocrine System Development (GO:0035270)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	SALL1
GO_Biological_Process_2023	Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	HS6ST2
GO_Biological_Process_2023	Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	CD19
GO_Biological_Process_2023	Lipid Translocation (GO:0034204)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	ATP10B
GO_Biological_Process_2023	Microtubule Nucleation (GO:0007020)	2.140994e-01	3.448067e-01	0	0	4.326630e+00	6.668699e+00	TPX2
